,Participant,Narrative,RE,Discourse,Order,Accessibility,Right_Hand_Movement_Amplitude,Left_Hand_Movement_Amplitude,Left_S_to_W_Distance_Change,Right_S_to_W_Distance_Change,Duration
301,14.0,7,KEDİ,Introduction,1,1.0,0.4823335022244095,0.5243924048501996,0.1474386993606233,0.13079846881904472,0.38
302,14.0,7,KEDİ,Re-introduction,13,1.0,0.2356457392015322,0.251025236639755,0.0350225129729144,0.045311138646304136,0.2
303,14.0,8,FARE,Introduction,2,0.0,1.0863523195852722,1.1891815534330965,0.12984514234211686,0.12505014896329056,0.48
304,14.0,8,KEDİ,Introduction,1,1.0,0.5101513132419897,0.554912364536964,0.1354921098456847,0.10032453290741596,0.68
305,14.0,9,FARE,Introduction,2,0.0,0.0504752497518489,0.0507717614788881,0.013292911421903,0.010409087956006858,0.18
306,14.0,9,FARE,Re-introduction,5,2.0,0.1558780906588997,0.1721092934942075,0.03811835584126158,0.0229531066422465,0.22
307,14.0,9,KEDİ,Introduction,1,1.0,0.2706053200353446,0.2886560824103687,0.1338566992021632,0.0901951853530924,0.28
308,14.0,9,KEDİ,Re-introduction,4,2.0,0.3608390583102803,0.3915536191559644,0.0898133421848441,0.056358190066850444,0.3
309,14.0,9,KEDİ,Re-introduction,11,0.0,0.5826626953388349,0.6190310728848474,0.11377859619531198,0.09572654315602963,0.52
310,14.0,10,FARE,Introduction,2,0.0,1.0143270132609303,1.0786345434747775,0.12327262843809897,0.11969066166258414,0.38
311,14.0,10,FARE,Re-introduction,5,2.0,0.7100354206833249,0.778135011802097,0.1268216242854183,0.10095737977293358,0.56
312,14.0,10,FARE,Re-introduction,8,2.0,0.3082111200490814,0.3319491994266997,0.06250583430151127,0.0688640951045865,0.5
313,14.0,10,KEDİ,Introduction,1,1.0,0.4079054625384666,0.4323100868708954,0.10376167839587083,0.07467420504925762,0.42000000000000004
314,14.0,10,KEDİ,Re-introduction,3,2.0,0.7258569499417684,0.782061295182131,0.1651823723034147,0.11659336646097028,0.6
315,14.0,10,KEDİ,Re-introduction,9,2.0,0.0650048715323394,0.0706253430028552,0.0141967366223282,0.0168413190234658,0.18
316,15.0,1,FARE,Introduction,3,-2.0,0.2563054844791155,0.2699406505008928,0.07656079640232169,0.0595555849700174,0.3
317,15.0,1,KEDİ,Introduction,1,0.0,0.6653272290608242,0.6910526923430533,0.1476353972380349,0.1083203457318001,0.52
318,15.0,1,KEDİ,Re-introduction,7,0.0,0.0923950164635991,0.1069573985255846,0.00968953013864629,0.017956010471949,0.14
319,15.0,1,KEDİ,Re-introduction,10,3.0,0.2805617462285898,0.31591310677779294,0.057373095418798384,0.05699234524674262,0.52
320,15.0,2,KEDİ,Introduction,2,0.0,0.1321105045169662,0.1379317632286307,0.0158455694901995,0.023952359950877994,0.2
321,15.0,2,KEDİ,Re-introduction,5,2.0,0.2479020333068524,0.26177629231403327,0.03163787975867293,0.06563874801184465,0.26
322,15.0,3,FARE,Introduction,3,-2.0,0.7228268403245951,0.7559162323923451,0.18843823576920354,0.1585701756003377,0.56
323,15.0,3,FARE,Re-introduction,5,1.0,0.40710762579679377,0.4285576067066033,0.10256214256711628,0.09667734627939653,0.52
324,15.0,3,FARE,Re-introduction,13,1.0,0.1664214300979255,0.1761207237838703,0.03509167142653356,0.03497894824304199,0.28
325,15.0,3,KEDİ,Introduction,4,-1.0,0.1638989736245687,0.16529926905474632,0.022778980544089514,0.016517008873352886,0.26
326,15.0,3,KEDİ,Re-introduction,12,1.0,0.19199793244712637,0.2000664304618909,0.0523547861010204,0.02288162772071854,0.16
327,15.0,3,KEDİ,Re-introduction,16,1.0,0.7331312508921504,0.7985762868044156,0.16594768438413435,0.139634450495804,0.44
328,15.0,3,KEDİ,Re-introduction,21,1.0,0.3884163208061242,0.3989671145413905,0.0521899449529839,0.0741374965621179,0.34
329,15.0,4,FARE,Introduction,4,-1.0,0.7059788569875355,0.7645014090498621,0.16319291363563312,0.14175231896283294,0.8599999999999999
330,15.0,4,FARE,Re-introduction,7,1.0,0.310471689121751,0.3279773719802832,0.0485081119683309,0.05351767321160696,0.32
331,15.0,4,FARE,Re-introduction,9,1.0,0.14438742748924022,0.1501835191428568,0.0245020003946495,0.0104386857129403,0.14
332,15.0,4,FARE,Re-introduction,15,1.0,0.1531645725632525,0.1741164224925168,0.032375687404052125,0.0280571598728564,0.3
333,15.0,4,KEDİ,Introduction,1,1.0,0.42725307807302587,0.4495750177138326,0.05753128564700073,0.1076110472124412,0.56
334,15.0,4,KEDİ,Re-introduction,13,0.0,0.3472090293701417,0.3628125955375831,0.0837281553136037,0.10449360803903651,0.32
335,15.0,4,KEDİ,Re-introduction,16,1.0,0.3637422956967376,0.3938621395341881,0.0729171827241995,0.0824659461181166,0.18
336,15.0,5,FARE,Introduction,5,-1.0,0.3733373782861669,0.4036772349338895,0.08217224952231655,0.10374060179140276,0.42000000000000004
337,15.0,5,FARE,Re-introduction,9,1.0,0.2812041549424012,0.2885346784666922,0.04991737670839194,0.0310319062956151,0.32
338,15.0,5,FARE,Re-introduction,12,1.0,0.34766239343217187,0.39128592854538713,0.0804699124115238,0.09348742618032461,0.46
339,15.0,5,FARE,Re-introduction,14,1.0,0.3085809038070664,0.34291141666643654,0.06157308305445915,0.06147724281920231,0.42000000000000004
340,15.0,5,FARE,Re-introduction,18,1.0,0.12230431400419792,0.13317649665687703,0.0338258931274824,0.05365256431562987,0.32
341,15.0,5,KEDİ,Introduction,1,1.0,0.6525809330991145,0.684449217831662,0.11871722819359948,0.1291470886297714,0.42000000000000004
342,15.0,5,KEDİ,Maintenance,3,4.0,0.1301684327310078,0.1462012183733834,0.0565227494394889,0.06820897107453577,0.16
343,15.0,5,KEDİ,Re-introduction,7,1.0,0.2093597840366812,0.2260003628595173,0.0491066777331709,0.061641917858305605,0.24
344,15.0,5,KEDİ,Re-introduction,10,1.0,0.0632586694595085,0.0679185422537902,0.017596816573434,0.0311775081027534,0.12
345,15.0,5,KEDİ,Re-introduction,13,1.0,0.3664481778154022,0.38994654948084256,0.1065504214782895,0.07016667932778271,0.28
346,15.0,6,FARE,Introduction,2,0.0,0.3485968902628449,0.3555321192008839,0.0742782980466916,0.0744318989202204,0.34
347,15.0,6,FARE,Re-introduction,3,3.0,0.6269420232922436,0.6766795656120019,0.09589841531850267,0.0805291792214085,0.5
348,15.0,6,FARE,Re-introduction,5,2.0,0.3372109414566984,0.35802487231950897,0.05628184112516186,0.051456926737059296,0.42000000000000004
349,15.0,6,FARE,Re-introduction,14,0.0,1.3215084761882578,1.4046869495616596,0.22251923270119567,0.2187987987681125,0.42000000000000004
350,15.0,6,KEDİ,Introduction,1,1.0,1.0630117293939798,1.1284599151911752,0.18969637128253658,0.15400759342438564,0.68
351,15.0,6,KEDİ,Maintenance,13,4.0,0.2288778688159465,0.2309910140477563,0.0586278890600845,0.044663195967687974,0.24
352,15.0,6,KEDİ,Re-introduction,4,2.0,0.2934587242863457,0.3012776224156948,0.0630805775585616,0.07458211061180949,0.4
353,15.0,6,KEDİ,Re-introduction,7,2.0,0.1013600948420705,0.11242884721065491,0.03341858753144315,0.02363844020013458,0.28
354,15.0,7,KEDİ,Introduction,3,-1.0,1.1297431740534876,1.2018890926141836,0.2209552037777332,0.1348204923835041,0.64
355,15.0,8,FARE,Introduction,2,0.0,0.4568817168532848,0.48924648091403444,0.0959483297881302,0.0645670226365582,0.38
356,15.0,8,FARE,Re-introduction,8,1.0,0.4628749378541346,0.5047079393964297,0.11452768492298179,0.12676089916999592,0.52
357,15.0,8,FARE,Re-introduction,12,2.0,0.4108188701838369,0.4305801897107006,0.0773774367231694,0.058109578939978,0.52
358,15.0,8,KEDİ,Introduction,1,1.0,0.8233397097833847,0.8700869698401373,0.19623790881940928,0.19904254021738882,0.52
359,15.0,8,KEDİ,Re-introduction,4,2.0,0.4961114838609282,0.5197182209059616,0.06917558000247981,0.098861003624326,0.28
360,15.0,8,KEDİ,Re-introduction,10,1.0,0.1474393436759629,0.15283768904106448,0.0600274312630873,0.0322894642742454,0.28
361,15.0,9,FARE,Introduction,2,0.0,0.2310315207249821,0.2502647766010065,0.06275068074469155,0.0648354923712795,0.42000000000000004
362,15.0,9,FARE,Re-introduction,3,3.0,0.24388444307439638,0.2638782651298454,0.043048613977836145,0.04105124482298816,0.34
363,15.0,9,KEDİ,Introduction,1,1.0,0.779822626088104,0.8401923846666559,0.16116319768587548,0.19116191055123238,0.72
364,15.0,9,KEDİ,Re-introduction,9,0.0,0.1366426098119183,0.1484562388776857,0.0440469262597645,0.0417174714688105,0.22
365,15.0,10,FARE,Introduction,2,0.0,0.6524275257564356,0.6906971453504686,0.11722931009529317,0.09865381141811454,0.46
366,15.0,10,FARE,Re-introduction,4,2.0,0.22829622554480128,0.24454120084184,0.0407284321849858,0.0412567669871714,0.3
367,15.0,10,FARE,Re-introduction,8,2.0,0.2248765572488436,0.24659643834591588,0.047962174507425084,0.0646685875727954,0.22
368,15.0,10,KEDİ,Introduction,1,1.0,0.6686210709993858,0.7292951239608538,0.13399026819730278,0.130816433125429,1.0
369,15.0,10,KEDİ,Re-introduction,3,2.0,0.4252977403735946,0.46602973800117925,0.09331604699795233,0.0732555823527972,0.4
370,15.0,10,KEDİ,Re-introduction,6,2.0,0.2043025626107848,0.2288860308721816,0.027571406662235787,0.015216140269864706,0.26
371,15.0,10,KEDİ,Re-introduction,11,1.0,0.3101804108191709,0.34498874129267443,0.10029607227752607,0.12447635509814839,0.42000000000000004
372,16.0,1,FARE,Introduction,3,-2.0,0.2618973204980147,0.2960730236524509,0.154151399784851,0.07239199887729042,0.44
373,16.0,1,KEDİ,Introduction,1,0.0,0.1537262210697442,0.18866233858014508,0.0807039935710791,0.0577857383047225,0.32
374,16.0,2,KEDİ,Introduction,2,0.0,0.1834525066459892,0.19112350132755349,0.1089467702134193,0.0487722408521639,0.18
375,16.0,3,FARE,Introduction,2,-1.0,0.2246661178831608,0.23663400199792778,0.09163551055720111,0.0631919654239327,0.36
376,16.0,3,KEDİ,Introduction,1,1.0,0.2206314508104736,0.2383408619994424,0.08365616691104416,0.05635309760637607,0.52
377,16.0,4,FARE,Introduction,3,-1.0,0.0492596835151585,0.056862099193119,0.01717224651555773,0.016109154583346816,0.18
378,16.0,4,KEDİ,Introduction,1,1.0,0.3842919362363352,0.4394210888113532,0.2187395880294958,0.11488513313533559,0.8599999999999999
379,16.0,4,KEDİ,Re-introduction,9,0.0,0.1670971509779977,0.187047339757276,0.044817997085002205,0.041940586499894995,0.28
380,16.0,5,FARE,Introduction,8,-1.0,0.4057920792289394,0.44506333396576,0.1603993176460215,0.1051610104508046,0.72
381,16.0,5,KEDİ,Introduction,1,1.0,0.902407818192294,0.9297353366793558,0.15169925248435856,0.16285210680567644,0.76
382,16.0,5,KEDİ,Re-introduction,14,1.0,0.5814228277553064,0.6388084456240488,0.20131666529485748,0.150743242273113,0.28
383,16.0,6,FARE,Introduction,1,1.0,0.4040614174904265,0.4407530447198872,0.15664809616868405,0.11202569518358088,0.8599999999999999
384,16.0,6,KEDİ,Introduction,2,0.0,0.210488580517986,0.2048369037031476,0.07077023442606073,0.0624701595237911,0.48
385,16.0,7,KEDİ,Introduction,3,-1.0,0.6468562689277776,0.6566078551908454,0.1060236398660447,0.1537272821454165,0.62
386,16.0,8,FARE,Introduction,2,0.0,0.2222315562896301,0.2322628754668149,0.04815380196788079,0.07492502704588609,0.24
387,16.0,8,KEDİ,Introduction,1,1.0,0.2912654353543488,0.3069954150183606,0.0734940655686901,0.05421643537228713,0.34
388,16.0,9,FARE,Introduction,2,0.0,0.23600683493155888,0.2557091196749172,0.07787869101820018,0.0711229893605425,0.42000000000000004
389,16.0,9,FARE,Re-introduction,4,2.0,0.5269023505940311,0.546692513484286,0.17632017466678748,0.15558829752785575,0.56
390,16.0,9,FARE,Re-introduction,11,1.0,0.3473916114011851,0.3876448821105239,0.08941354957640406,0.14787094338219103,0.4
391,16.0,9,KEDİ,Introduction,1,1.0,0.3401178952660535,0.3508646984007466,0.1167127566020863,0.09674523499423685,0.58
392,16.0,9,KEDİ,Re-introduction,9,0.0,0.2898743715239202,0.2961678749120782,0.110483162302508,0.0777003044604702,0.2
393,16.0,10,FARE,Introduction,2,0.0,0.3016832764485415,0.3220022847523854,0.06505964886152192,0.04699535446449981,0.44
394,16.0,10,FARE,Re-introduction,6,2.0,0.1379778151457845,0.1405714473251767,0.025379102266017296,0.022706908875883662,0.3
395,16.0,10,KEDİ,Introduction,1,1.0,0.6473628787779933,0.7251563432365675,0.2051772593790401,0.14060671590427576,0.5
396,18.0,1,FARE,Introduction,1,0.0,0.3918816784949226,0.4082746981327405,0.11608417806369835,0.07065828238837832,0.52
397,18.0,1,FARE,Re-introduction,5,1.0,0.0660337057518294,0.06759717000221589,0.012160246189397799,0.0125449952562141,0.14
398,18.0,1,FARE,Re-introduction,9,1.0,0.1942191872596051,0.223016143338,0.0546882106159991,0.0443656792805951,0.26
399,18.0,1,KEDİ,Introduction,2,-1.0,0.8466136881671253,0.9053375814938155,0.25848987287066244,0.17294371715625287,0.72
400,18.0,1,KEDİ,Re-introduction,10,2.0,0.1434152066610543,0.1589210083272009,0.0468400362701488,0.0220854932632175,0.16
401,18.0,3,FARE,Introduction,2,-1.0,0.0543366344167656,0.0618881545046487,0.0217844614066665,0.016229550021361755,0.18
402,18.0,4,FARE,Introduction,2,-1.0,0.4090557225190661,0.4628761530369559,0.16968583396972292,0.1451012769648522,0.88
403,18.0,5,FARE,Introduction,2,0.0,0.0132566202524039,0.013878612047445501,0.001419100875495436,0.004504939683231238,0.1
404,18.0,5,FARE,Re-introduction,5,2.0,0.1560305980034138,0.1711435134050863,0.026293707373918715,0.021459233548892565,0.26
405,18.0,7,KEDİ,Introduction,2,0.0,0.6847550002328953,0.7149931983204179,0.1806665741755458,0.2107078458027358,0.54
406,18.0,8,FARE,Introduction,3,0.0,0.3732739639038173,0.3896291203278218,0.10504028352529156,0.0739086457304686,0.22
407,18.0,9,FARE,Introduction,2,0.0,0.172701383449378,0.1766377141884317,0.021854920106088162,0.0387960071760555,0.22
408,18.0,9,FARE,Maintenance,3,4.0,0.1328094336000442,0.110518915513454,0.0442365820296085,0.044379828086948604,0.26
409,18.0,9,FARE,Re-introduction,8,3.0,0.19627411438330628,0.2007194666138348,0.0390910587297055,0.0614361923022775,0.22
410,18.0,9,FARE,Re-introduction,10,2.0,0.2379001973666092,0.25489532961659367,0.0738839558230117,0.0343253100500469,0.28
411,18.0,10,FARE,Introduction,1,1.0,0.13698145620593688,0.1432441949877736,0.0177150594168005,0.0246453057995724,0.24
412,18.0,10,FARE,Re-introduction,5,2.0,0.1705372196318571,0.18058862538165132,0.0452662712551164,0.027103630236908885,0.24
413,19.0,1,FARE,Introduction,2,-1.0,0.1842488423776545,0.188169554632243,0.049487877165707544,0.0394222216166144,0.32
414,19.0,1,FARE,Re-introduction,12,1.0,0.24828254352786258,0.2807708872174679,0.0765579043754947,0.04782890505331236,0.26
415,19.0,1,KEDİ,Introduction,1,0.0,0.46662216481025065,0.5268063506743053,0.12891717936778008,0.10306643210312896,0.58
416,19.0,1,KEDİ,Re-introduction,4,2.0,0.4244816070938956,0.4562447672938691,0.15525767540273083,0.0901701722395633,0.4
417,19.0,1,KEDİ,Re-introduction,9,1.0,0.08551368832793854,0.0973766280377667,0.0492992192871883,0.027326379771948392,0.34
418,19.0,1,KEDİ,Re-introduction,12,1.0,0.1305410166583769,0.1350958896088668,0.04357440358355219,0.05927708060940561,0.34
419,19.0,2,KEDİ,Introduction,3,0.0,0.1364506377390001,0.14034973924949679,0.04216676605817338,0.03327784539247207,0.38
420,19.0,2,KEDİ,Re-introduction,12,1.0,0.1526961878160591,0.1737258129310732,0.07014590060853369,0.04482499423381228,0.34
421,19.0,3,FARE,Introduction,2,-1.0,0.943154696075221,0.9897484766168895,0.19585697066380922,0.18593506716265729,0.52
422,19.0,3,FARE,Re-introduction,9,0.0,0.1234070569595596,0.1279237667120843,0.040066912469097396,0.031215755896718225,0.3
423,19.0,3,KEDİ,Maintenance,8,3.0,0.0838982467800438,0.1019845707744505,0.037727507604922696,0.03724235530295984,0.32
424,19.0,3,KEDİ,Maintenance,15,5.0,0.0891098310092376,0.102493174816893,0.03270919029929593,0.052734676738193806,0.26
425,19.0,3,KEDİ,Re-introduction,12,1.0,0.1306781859746417,0.1363951453531444,0.030665004965424878,0.0303501192297492,0.2
426,19.0,4,FARE,Introduction,1,1.0,0.534104655346941,0.5598766089703268,0.13479653851159779,0.1486672755743094,0.68
427,19.0,4,FARE,Re-introduction,3,2.0,0.2854221713323706,0.28173843171833013,0.09640099638770061,0.0630529905245179,0.36
428,19.0,4,KEDİ,Introduction,7,-1.0,0.4080924600998867,0.4504451484738825,0.1148897671263015,0.0974351700206876,0.52
429,19.0,5,FARE,Introduction,7,-1.0,0.2534714033874311,0.2764396054535281,0.0871261848166123,0.07953267608999474,0.42000000000000004
430,19.0,5,FARE,Maintenance,9,3.0,0.2811869648444425,0.3093013050852418,0.1345272884536951,0.1100620264008983,0.62
431,19.0,5,FARE,Re-introduction,11,1.0,0.0561841812929567,0.061668061101958,0.02920898531422156,0.0193165859605279,0.16
432,19.0,5,KEDİ,Introduction,1,1.0,0.928821098405265,1.000498738861049,0.1815553876210722,0.1208818010084862,0.66
433,19.0,5,KEDİ,Re-introduction,13,1.0,0.0780871140234169,0.0821259793375724,0.0430903999778416,0.0283147329360606,0.24
434,19.0,6,FARE,Introduction,1,1.0,0.5661514530950709,0.6125098356774192,0.1606988594240586,0.1275638139376553,0.54
435,19.0,6,FARE,Re-introduction,17,0.0,0.0568202098543689,0.0566354371297147,0.017924841313385446,0.0188270042184276,0.24
436,19.0,6,KEDİ,Introduction,3,0.0,0.521566968207711,0.5578403047093129,0.1358025964836791,0.1741236724391392,0.34
437,19.0,6,KEDİ,Maintenance,16,5.0,0.1789823295744674,0.2098887714755766,0.15978801615614158,0.0880250781349058,0.36
438,19.0,6,KEDİ,Re-introduction,6,2.0,0.1808816869661241,0.1860535190081705,0.0485137991582078,0.0636038626056576,0.34
